Entering constructor for: ReviewPal.ReviewPal2013.DrSmellPackage
Entering Initialize() of: ReviewPal.ReviewPal2013.DrSmellPackage
2022-09-25 12:39:56Z : PB = 435429376 : In   : ---------------------------- StyleCop.StyleCopCore..ctor(environment=<null>, hostTag=<null>)
2022-09-25 16:00:43Z : PB = 749092864 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-09-25 16:00:43Z : PB = 749092864 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-09-25 16:00:43Z : PB = 749092864 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-09-25 16:00:43Z : PB = 749092864 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-09-25 16:00:43Z : PB = 749092864 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-09-25 16:00:43Z : PB = 754851840 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-09-25 16:00:43Z : PB = 754851840 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-09-25 16:00:43Z : PB = 754851840 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-09-25 16:00:43Z : PB = 754851840 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-09-25 16:00:43Z : PB = 754851840 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-09-25 16:00:43Z : PB = 754851840 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-09-25 16:00:43Z : PB = 754851840 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-09-25 16:00:43Z : PB = 754851840 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-09-25 16:00:43Z : PB = 760926208 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-09-25 16:00:43Z : PB = 760926208 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-09-25 16:00:43Z : PB = 760926208 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-09-25 16:00:43Z : PB = 760926208 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-09-25 16:00:43Z : PB = 760926208 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-09-25 16:00:43Z : PB = 760926208 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-09-25 16:00:43Z : PB = 760926208 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-09-25 16:00:43Z : PB = 760926208 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-09-25 16:00:43Z : PB = 767668224 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-09-25 16:00:43Z : PB = 767668224 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-09-25 16:00:43Z : PB = 767668224 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-09-25 16:00:43Z : PB = 767668224 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-09-25 16:00:43Z : PB = 767668224 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-09-25 16:00:43Z : PB = 767668224 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-09-25 16:00:43Z : PB = 767668224 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-09-25 16:00:43Z : PB = 767668224 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-09-25 16:00:43Z : PB = 773902336 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-09-25 16:00:43Z : PB = 773902336 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-09-25 16:00:43Z : PB = 773902336 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-09-25 16:00:43Z : PB = 773902336 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-09-25 16:00:43Z : PB = 773902336 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-09-25 16:00:43Z : PB = 774434816 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-09-25 16:00:43Z : PB = 774434816 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-09-25 16:00:43Z : PB = 774434816 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-09-25 16:00:43Z : PB = 780767232 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-09-25 16:00:43Z : PB = 780767232 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-09-25 16:00:43Z : PB = 780767232 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-09-25 16:00:43Z : PB = 780767232 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-09-25 16:00:43Z : PB = 780767232 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-09-25 16:00:43Z : PB = 780767232 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-09-25 16:00:43Z : PB = 780767232 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-09-25 16:00:43Z : PB = 780767232 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-09-25 16:00:43Z : PB = 787001344 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-09-25 16:00:43Z : PB = 787001344 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-09-25 16:00:43Z : PB = 787001344 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-09-25 16:00:43Z : PB = 787001344 : Out  : --------- StyleCop.StyleCopThread.DoWork()
2022-09-25 16:00:43Z : PB = 787001344 : Out  : -------- StyleCop.StyleCopCore.RunWorkerThreads()=True
2022-09-25 16:00:43Z : PB = 787001344 : Out  : ------- StyleCop.StyleCopCore.Analyze()
2022-09-25 16:00:43Z : PB = 787001344 : Out  : ------ StyleCop.StyleCopCore.FullAnalyze()
2022-09-25 16:00:43Z : PB = 787001344 : In   : ------ StyleCop.VisualStudio.AnalysisHelper.AnalyzeComplete(sender=[AnalysisThread], e=[EventArgs])
2022-09-25 16:00:43Z : PB = 787001344 : In   : ------- StyleCop.VisualStudio.AnalysisHelper.AnalyzeCompleteMain(sender=[AnalysisThread], e=[EventArgs])
2022-09-25 16:00:44Z : PB = 787673088 : Out  : ------- StyleCop.VisualStudio.AnalysisHelper.AnalyzeCompleteMain()
2022-09-25 16:00:44Z : PB = 787673088 : Out  : ------ StyleCop.VisualStudio.AnalysisHelper.AnalyzeComplete()
2022-09-25 16:00:44Z : PB = 787673088 : Out  : ----- StyleCop.VisualStudio.AnalysisThread.AnalyzeProc()
2022-09-25 16:02:35Z : PB = 720658432 : In   : ---------------------------------- StyleCop.VisualStudio.AnalysisHelper.Analyze(full=True, type={Solution}, analysisFileManager=<missing>)
2022-09-25 16:02:35Z : PB = 721051648 : In   : ----- StyleCop.VisualStudio.AnalysisThread.AnalyzeProc()
2022-09-25 16:02:35Z : PB = 721051648 : Out  : ---------------------------------- StyleCop.VisualStudio.AnalysisHelper.Analyze()
2022-09-25 16:02:35Z : PB = 721051648 : In   : ------ StyleCop.StyleCopCore.FullAnalyze(projects=[List<CodeProject>: Count = 1])
2022-09-25 16:02:35Z : PB = 720449536 : In   : ------- StyleCop.StyleCopCore.Analyze(projects=[List<CodeProject>: Count = 1], ignoreCache=True, settingsPath=<null>)
2022-09-25 16:02:35Z : PB = 720449536 : In   : -------- StyleCop.StyleCopCore.RunWorkerThreads(data=[Data], count=1)
2022-09-25 16:02:35Z : PB = 720175104 : In   : --------- StyleCop.StyleCopThread.DoWork(sender=<null>)
2022-09-25 16:02:35Z : PB = 720175104 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-09-25 16:02:35Z : PB = 720179200 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-09-25 16:02:35Z : PB = 720183296 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-09-25 16:02:35Z : PB = 720183296 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-09-25 16:02:35Z : PB = 720183296 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-09-25 16:02:35Z : PB = 723214336 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-09-25 16:02:35Z : PB = 723214336 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-09-25 16:02:35Z : PB = 723214336 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-09-25 16:02:35Z : PB = 723214336 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-09-25 16:02:35Z : PB = 723214336 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-09-25 16:02:35Z : PB = 723214336 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-09-25 16:02:35Z : PB = 723214336 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-09-25 16:02:35Z : PB = 723214336 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-09-25 16:02:36Z : PB = 726876160 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-09-25 16:02:36Z : PB = 726876160 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-09-25 16:02:36Z : PB = 726876160 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-09-25 16:02:36Z : PB = 726876160 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-09-25 16:02:36Z : PB = 726876160 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-09-25 16:02:36Z : PB = 726876160 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-09-25 16:02:36Z : PB = 726876160 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-09-25 16:02:36Z : PB = 726876160 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-09-25 16:02:36Z : PB = 730230784 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-09-25 16:02:36Z : PB = 730230784 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-09-25 16:02:36Z : PB = 730230784 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-09-25 16:02:36Z : PB = 730230784 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-09-25 16:02:36Z : PB = 730230784 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-09-25 16:02:36Z : PB = 730120192 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-09-25 16:02:36Z : PB = 730120192 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-09-25 16:02:36Z : PB = 730120192 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-09-25 16:02:36Z : PB = 733503488 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-09-25 16:02:36Z : PB = 733503488 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-09-25 16:02:36Z : PB = 733503488 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-09-25 16:02:36Z : PB = 733503488 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-09-25 16:02:36Z : PB = 733503488 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-09-25 16:02:36Z : PB = 733507584 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-09-25 16:02:36Z : PB = 733507584 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-09-25 16:02:36Z : PB = 733507584 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-09-25 16:02:36Z : PB = 736952320 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-09-25 16:02:36Z : PB = 736952320 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-09-25 16:02:36Z : PB = 736952320 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-09-25 16:02:36Z : PB = 736952320 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-09-25 16:02:36Z : PB = 737300480 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-09-25 16:02:36Z : PB = 737300480 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-09-25 16:02:36Z : PB = 737300480 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-09-25 16:02:36Z : PB = 737300480 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-09-25 16:02:36Z : PB = 740757504 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-09-25 16:02:36Z : PB = 740757504 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-09-25 16:02:36Z : PB = 740757504 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-09-25 16:02:36Z : PB = 740446208 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-09-25 16:02:36Z : PB = 740446208 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-09-25 16:02:36Z : PB = 740446208 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-09-25 16:02:36Z : PB = 740446208 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-09-25 16:02:36Z : PB = 740446208 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-09-25 16:02:36Z : PB = 744706048 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-09-25 16:02:36Z : PB = 744706048 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-09-25 16:02:36Z : PB = 744706048 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-09-25 16:02:36Z : PB = 744706048 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-09-25 16:02:36Z : PB = 744706048 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-09-25 16:02:36Z : PB = 744706048 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-09-25 16:02:36Z : PB = 744706048 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-09-25 16:02:36Z : PB = 744706048 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-09-25 16:02:36Z : PB = 748150784 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-09-25 16:02:36Z : PB = 748150784 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-09-25 16:02:36Z : PB = 748150784 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-09-25 16:02:36Z : PB = 748150784 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-09-25 16:02:36Z : PB = 748150784 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-09-25 16:02:36Z : PB = 748150784 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-09-25 16:02:36Z : PB = 748150784 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-09-25 16:02:36Z : PB = 748150784 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-09-25 16:02:36Z : PB = 751575040 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-09-25 16:02:36Z : PB = 751575040 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-09-25 16:02:36Z : PB = 751575040 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-09-25 16:02:36Z : PB = 751575040 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-09-25 16:02:36Z : PB = 751575040 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-09-25 16:02:36Z : PB = 751575040 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-09-25 16:02:36Z : PB = 751575040 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-09-25 16:02:36Z : PB = 751575040 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-09-25 16:02:36Z : PB = 754917376 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-09-25 16:02:36Z : PB = 754917376 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-09-25 16:02:36Z : PB = 754917376 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-09-25 16:02:36Z : PB = 754917376 : Out  : --------- StyleCop.StyleCopThread.DoWork()
2022-09-25 16:02:36Z : PB = 754917376 : Out  : -------- StyleCop.StyleCopCore.RunWorkerThreads()=True
2022-09-25 16:02:36Z : PB = 754917376 : Out  : ------- StyleCop.StyleCopCore.Analyze()
2022-09-25 16:02:36Z : PB = 754917376 : Out  : ------ StyleCop.StyleCopCore.FullAnalyze()
2022-09-25 16:02:36Z : PB = 754917376 : In   : ------ StyleCop.VisualStudio.AnalysisHelper.AnalyzeComplete(sender=[AnalysisThread], e=[EventArgs])
2022-09-25 16:02:36Z : PB = 754917376 : In   : ------- StyleCop.VisualStudio.AnalysisHelper.AnalyzeCompleteMain(sender=[AnalysisThread], e=[EventArgs])
2022-09-25 16:02:37Z : PB = 754102272 : Out  : ------- StyleCop.VisualStudio.AnalysisHelper.AnalyzeCompleteMain()
2022-09-25 16:02:37Z : PB = 754102272 : Out  : ------ StyleCop.VisualStudio.AnalysisHelper.AnalyzeComplete()
2022-09-25 16:02:37Z : PB = 754102272 : Out  : ----- StyleCop.VisualStudio.AnalysisThread.AnalyzeProc()
