Entering constructor for: ReviewPal.ReviewPal2013.DrSmellPackage
Entering Initialize() of: ReviewPal.ReviewPal2013.DrSmellPackage
2022-12-04 08:37:35Z : PB = 620113920 : In   : ---------------------------- StyleCop.StyleCopCore..ctor(environment=<null>, hostTag=<null>)
2022-12-04 08:37:48Z : PB = 634961920 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-12-04 08:37:48Z : PB = 634961920 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-12-04 08:37:48Z : PB = 634961920 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-12-04 08:37:48Z : PB = 634961920 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-12-04 08:37:48Z : PB = 639066112 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-12-04 08:37:48Z : PB = 639066112 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-12-04 08:37:48Z : PB = 638857216 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-12-04 08:37:48Z : PB = 638857216 : Out  : --------- StyleCop.StyleCopThread.DoWork()
2022-12-04 08:37:48Z : PB = 638857216 : Out  : -------- StyleCop.StyleCopCore.RunWorkerThreads()=True
2022-12-04 08:37:48Z : PB = 638857216 : Out  : ------- StyleCop.StyleCopCore.Analyze()
2022-12-04 08:37:48Z : PB = 638857216 : Out  : ------ StyleCop.StyleCopCore.FullAnalyze()
2022-12-04 08:37:48Z : PB = 638857216 : In   : ------ StyleCop.VisualStudio.AnalysisHelper.AnalyzeComplete(sender=[AnalysisThread], e=[EventArgs])
2022-12-04 08:37:48Z : PB = 638857216 : In   : ------- StyleCop.VisualStudio.AnalysisHelper.AnalyzeCompleteMain(sender=[AnalysisThread], e=[EventArgs])
FeatureEnvyDetector	WARN	Finded Feature Envy
FeatureEnvyDetector	WARN	at C:\Users\kerueilin9\Desktop\Document\window_design\HW6\ClassLibrary\ClassLibrary\Model.cs Line 55
FeatureEnvyDetector	WARN	 ClassLibrary.Model envy ClassLibrary.Shapes
FeatureEnvyDetector	WARN	use list:
FeatureEnvyDetector	WARN		CreateShapeHint
FeatureEnvyDetector	WARN		AddShape
2022-12-04 08:37:51Z : PB = 643174400 : Out  : ------- StyleCop.VisualStudio.AnalysisHelper.AnalyzeCompleteMain()
2022-12-04 08:37:51Z : PB = 642514944 : Out  : ------ StyleCop.VisualStudio.AnalysisHelper.AnalyzeComplete()
2022-12-04 08:37:51Z : PB = 642572288 : Out  : ----- StyleCop.VisualStudio.AnalysisThread.AnalyzeProc()
2022-12-04 08:38:59Z : PB = 655409152 : In   : ---------------------------------- StyleCop.VisualStudio.AnalysisHelper.Analyze(full=True, type={Solution}, analysisFileManager=<missing>)
2022-12-04 08:38:59Z : PB = 656744448 : In   : ----- StyleCop.VisualStudio.AnalysisThread.AnalyzeProc()
2022-12-04 08:38:59Z : PB = 656744448 : Out  : ---------------------------------- StyleCop.VisualStudio.AnalysisHelper.Analyze()
2022-12-04 08:38:59Z : PB = 656744448 : In   : ------ StyleCop.StyleCopCore.FullAnalyze(projects=[List<CodeProject>: Count = 3])
2022-12-04 08:38:59Z : PB = 656093184 : In   : ------- StyleCop.StyleCopCore.Analyze(projects=[List<CodeProject>: Count = 3], ignoreCache=True, settingsPath=<null>)
2022-12-04 08:38:59Z : PB = 656093184 : In   : -------- StyleCop.StyleCopCore.RunWorkerThreads(data=[Data], count=1)
2022-12-04 08:38:59Z : PB = 656093184 : In   : --------- StyleCop.StyleCopThread.DoWork(sender=<null>)
2022-12-04 08:38:59Z : PB = 656093184 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-12-04 08:38:59Z : PB = 656097280 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-12-04 08:38:59Z : PB = 656097280 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-12-04 08:38:59Z : PB = 656097280 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-12-04 08:38:59Z : PB = 656097280 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-12-04 08:39:00Z : PB = 660586496 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-12-04 08:39:00Z : PB = 660586496 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-12-04 08:39:00Z : PB = 660586496 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-12-04 08:39:00Z : PB = 660586496 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-12-04 08:39:00Z : PB = 660586496 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-12-04 08:39:00Z : PB = 660590592 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-12-04 08:39:00Z : PB = 660590592 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-12-04 08:39:00Z : PB = 660590592 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-12-04 08:39:00Z : PB = 659030016 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-12-04 08:39:00Z : PB = 659030016 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-12-04 08:39:00Z : PB = 659030016 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-12-04 08:39:00Z : PB = 659030016 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-12-04 08:39:00Z : PB = 659030016 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-12-04 08:39:00Z : PB = 659030016 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-12-04 08:39:00Z : PB = 659030016 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-12-04 08:39:00Z : PB = 659030016 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-12-04 08:39:00Z : PB = 662343680 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-12-04 08:39:00Z : PB = 662343680 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-12-04 08:39:00Z : PB = 662343680 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-12-04 08:39:00Z : PB = 662343680 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-12-04 08:39:00Z : PB = 662343680 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-12-04 08:39:00Z : PB = 662343680 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-12-04 08:39:00Z : PB = 662343680 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-12-04 08:39:00Z : PB = 662343680 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-12-04 08:39:00Z : PB = 657559552 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-12-04 08:39:00Z : PB = 657559552 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-12-04 08:39:00Z : PB = 657559552 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-12-04 08:39:00Z : PB = 657559552 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-12-04 08:39:00Z : PB = 657559552 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-12-04 08:39:00Z : PB = 657559552 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-12-04 08:39:00Z : PB = 657559552 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-12-04 08:39:00Z : PB = 657559552 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-12-04 08:39:00Z : PB = 657559552 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-12-04 08:39:00Z : PB = 657461248 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-12-04 08:39:00Z : PB = 657461248 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-12-04 08:39:00Z : PB = 657461248 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-12-04 08:39:00Z : PB = 657461248 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-12-04 08:39:00Z : PB = 657526784 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-12-04 08:39:00Z : PB = 657526784 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-12-04 08:39:00Z : PB = 657526784 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-12-04 08:39:01Z : PB = 657403904 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-12-04 08:39:01Z : PB = 657502208 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-12-04 08:39:01Z : PB = 657502208 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-12-04 08:39:01Z : PB = 657502208 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-12-04 08:39:01Z : PB = 657502208 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-12-04 08:39:01Z : PB = 657506304 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-12-04 08:39:01Z : PB = 657506304 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-12-04 08:39:01Z : PB = 657506304 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-12-04 08:39:01Z : PB = 660819968 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-12-04 08:39:01Z : PB = 660819968 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-12-04 08:39:01Z : PB = 660819968 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-12-04 08:39:01Z : PB = 660819968 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-12-04 08:39:01Z : PB = 660819968 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-12-04 08:39:01Z : PB = 660819968 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-12-04 08:39:01Z : PB = 660819968 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-12-04 08:39:01Z : PB = 660819968 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-12-04 08:39:01Z : PB = 664268800 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-12-04 08:39:01Z : PB = 664268800 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-12-04 08:39:01Z : PB = 664268800 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-12-04 08:39:01Z : PB = 664268800 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-12-04 08:39:01Z : PB = 664268800 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-12-04 08:39:01Z : PB = 664268800 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-12-04 08:39:01Z : PB = 664268800 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-12-04 08:39:01Z : PB = 664268800 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-12-04 08:39:01Z : PB = 667713536 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-12-04 08:39:01Z : PB = 667713536 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-12-04 08:39:01Z : PB = 667713536 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-12-04 08:39:01Z : PB = 667713536 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-12-04 08:39:01Z : PB = 667713536 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-12-04 08:39:01Z : PB = 667713536 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-12-04 08:39:01Z : PB = 667713536 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-12-04 08:39:01Z : PB = 667713536 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-12-04 08:39:01Z : PB = 672346112 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-12-04 08:39:01Z : PB = 672346112 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-12-04 08:39:01Z : PB = 672346112 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-12-04 08:39:01Z : PB = 672346112 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-12-04 08:39:01Z : PB = 672346112 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-12-04 08:39:01Z : PB = 672346112 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-12-04 08:39:01Z : PB = 672346112 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-12-04 08:39:01Z : PB = 672346112 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-12-04 08:39:01Z : PB = 678219776 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-12-04 08:39:01Z : PB = 678219776 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-12-04 08:39:01Z : PB = 678219776 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-12-04 08:39:01Z : PB = 678219776 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-12-04 08:39:01Z : PB = 678219776 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-12-04 08:39:01Z : PB = 678535168 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-12-04 08:39:01Z : PB = 678535168 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-12-04 08:39:01Z : PB = 678535168 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-12-04 08:39:01Z : PB = 658874368 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-12-04 08:39:01Z : PB = 658874368 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-12-04 08:39:01Z : PB = 658874368 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-12-04 08:39:01Z : PB = 658874368 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-12-04 08:39:01Z : PB = 658874368 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-12-04 08:39:01Z : PB = 658874368 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-12-04 08:39:01Z : PB = 658874368 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-12-04 08:39:01Z : PB = 658874368 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-12-04 08:39:02Z : PB = 662978560 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-12-04 08:39:02Z : PB = 662978560 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-12-04 08:39:02Z : PB = 662978560 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-12-04 08:39:02Z : PB = 662978560 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-12-04 08:39:02Z : PB = 662978560 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-12-04 08:39:02Z : PB = 662978560 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-12-04 08:39:02Z : PB = 662978560 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-12-04 08:39:02Z : PB = 662978560 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-12-04 08:39:02Z : PB = 666427392 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-12-04 08:39:02Z : PB = 666427392 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-12-04 08:39:02Z : PB = 666427392 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-12-04 08:39:02Z : PB = 666427392 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
2022-12-04 08:39:02Z : PB = 666427392 : In   : ----------- StyleCop.CSharp.CsParser.ParseFile(sourceCode=[CodeFile], passNumber=0, document=<null>)
2022-12-04 08:39:02Z : PB = 666427392 : Out  : ----------- StyleCop.CSharp.CsParser.ParseFile()=False
2022-12-04 08:39:02Z : PB = 666427392 : In   : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20], passNumber=0)
2022-12-04 08:39:02Z : PB = 666427392 : In   : ------------ StyleCop.StyleCopThread.RunAnalyzers(document=[CsDocument], parser=[CsParser], analyzers=[<get_EnabledAnalyzers>d__20])
2022-12-04 08:39:02Z : PB = 669937664 : Out  : ------------ StyleCop.StyleCopThread.RunAnalyzers()
2022-12-04 08:39:02Z : PB = 669937664 : Out  : ----------- StyleCop.StyleCopThread.TestAndRunAnalyzers()=True
2022-12-04 08:39:02Z : PB = 669937664 : Out  : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument()
2022-12-04 08:39:02Z : PB = 669937664 : In   : ---------- StyleCop.StyleCopThread.ParseAndAnalyzeDocument(sourceCode=[CodeFile], documentStatus=[DocumentAnalysisStatus])
